author,text,title
Alfred Lord Tennyson,"All Things will Die<br/><br/>Clearly the blue river chimes in its flowing<br/><br/>   Under my eye;<br/>Warmly and broadly the south winds are blowing<br/><br/>   Over the sky.<br/>One after another the white clouds are fleeting;<br/>Every heart this May morning in joyance is beating<br/><br/>   Full merrily;<br/> Yet all things must die.<br/>The stream will cease to flow;<br/>The wind will cease to blow;<br/>The clouds will cease to fleet;<br/>The heart will cease to beat;<br/> For all things must die.<br/>   All things must die.<br/>Spring will come never more.<br/>   O, vanity!<br/>Death waits at the door.<br/>See! our friends are all forsaking<br/>The wine and the merrymaking.<br/>We are call’d–we must go.<br/>Laid low, very low,<br/>In the dark we must lie.<br/>The merry glees are still;<br/>The voice of the bird<br/>Shall no more be heard,<br/>Nor the wind on the hill.<br/>   O, misery!<br/>Hark! death is calling<br/>While I speak to ye,<br/>The jaw is falling,<br/>The red cheek paling,<br/>The strong limbs failing;<br/>Ice with the warm blood mixing;<br/>The eyeballs fixing.<br/>Nine times goes the passing bell:<br/>Ye merry souls, farewell.<br/>   The old earth<br/>   Had a birth,<br/>   As all men know,<br/>   Long ago.<br/>And the old earth must die.<br/>So let the warm winds range,<br/>And the blue wave beat the shore;<br/>For even and morn<br/>Ye will never see<br/>Thro’ eternity.<br/>All things were born.<br/>Ye will come never more,<br/>For all things must die. 
            <br/>",All Things Will Die
Hasmukh Amathalal,"I was stepping in to become young<br/>I thought it is nice journey but too long<br/>I am afraid and take care not to go wrong<br/>I was expecting everything for song<br/><br/>I am so much influenced by lady smile<br/>She has entered in life just before while'<br/>Life seems to be so interesting and fine<br/>I want to dance on floor with glass of wine<br/><br/>Miss, you can't be so rude <br/>For a word you have made prelude, <br/>All warmth and affection you have included <br/>Hate and distance you have excluded <br/><br/>I never expected you to cast <br/>All doubts but trust should not last <br/>You were the first to realize it fast<br/>Reality known but never wore any kind of mast, <br/><br/>Your innocence and name is kind to infuse <br/>Kind words for me but not meant to confuse<br/>Time was for decision but you never refused<br/>Always stood at right point and crisis defused <br/><br/>Even amidst delicate moments <br/>You did not offer a word or comments<br/>You were hurt most but you used simple word, <br/>Is it blessings to you or gift from Lord? <br/><br/>I loved you most as your dearest friend <br/>Still you didn't put any word at the end, <br/>Kept me at dark or asked or any excuse <br/>Used otherwise it as pretext, denied or refused <br/><br/>'Miss' I miss you but you don't miss, <br/>Did not expect from you kind hug or simple kiss<br/>Not even kind gesture or more of any show <br/>Still I miss you and never beat eye brow <br/><br/>Will this uncertainty remain or go? <br/>Life will be full of remorse but still I would forgo<br/>Is there any restriction from your side or embargo? <br/>You bear always 'no entry' smile with logo <br/><br/>You called on me for good luck and best wishes <br/>I remained dead as no water was available for fish, <br/>May be it is very hard to swallow for some reasons <br/>Why then there should be drought without any season? <br/><br/>I was quick to grasp situation, <br/>Avoided unwarranted efforts for persuasion, <br/>Shock was sudden and heavy but came very late, <br/>I did accept it with grace and as part of fate<br/><br/>She didn't become mine for some reasons<br/>I waited simply for spring season<br/>She too eagerly longed for strong bond<br/>As I was inclined and very fond<br/><br/>She had everything to loose<br/>But she had no option to choose<br/>Why did she take extreme step? <br/>She always used to call me as sweet babe<br/><br/>It may be her way of thinking<br/>It left me high and dry with blinking<br/>What should I call her sacrifice? <br/>A step of dedication or break of promises? 
            <br/>","Miss ', I Really Miss (101) /500 ###"
Robert Browning,"I.<br/><br/>Let's contend no more, Love,<br/> Strive nor weep:<br/>All be as before, Love,<br/> ---Only sleep!<br/><br/>	II.<br/><br/>What so wild as words are?<br/> I and thou<br/>In debate, as birds are,<br/> Hawk on bough!<br/><br/>	III.<br/><br/>See the creature stalking<br/> While we speak!<br/>Hush and hide the talking,<br/> Cheek on cheek!<br/><br/>	IV.<br/><br/>What so false as truth is,<br/> False to thee?<br/>Where the serpent's tooth is<br/> Shun the tree---<br/><br/>	V.<br/><br/>Where the apple reddens<br/> Never pry---<br/>Lest we lose our Edens,<br/> Eve and I.<br/><br/>	VI.<br/><br/>Be a god and hold me<br/> With a charm!<br/>Be a man and fold me<br/> With thine arm!<br/><br/>	VII.<br/><br/>Teach me, only teach, Love<br/> As I ought<br/>I will speak thy speech, Love,<br/> Think thy thought---<br/><br/>	VIII.<br/><br/>Meet, if thou require it,<br/> Both demands,<br/>Laying flesh and spirit<br/> In thy hands.<br/><br/>	IX.<br/><br/>That shall be to-morrow<br/> Not to-night:<br/>I must bury sorrow<br/> Out of sight:<br/><br/>	X<br/><br/>---Must a little weep, Love,<br/> (Foolish me!)<br/>And so fall asleep, Love,<br/> Loved by thee. 
            <br/>",A Woman's Last Word
Paul Laurence Dunbar,"I Found you and I lost you, <br/>All on a gleaming day. <br/>The day was filled with sunshine, <br/>And the land was full of May.<br/><br/>A golden bird was singing <br/>Its melody divine, <br/>I found you and I loved you, <br/>And all the world was mine.<br/><br/>I found you and I lost you, <br/>All on a golden day, <br/>But when I dream of you, dear, <br/>It is always brimming May. 
            <br/>",A Golden Day
Khalil Gibran,"And a woman who held a babe against her bosom said, 'Speak to us of Children.' <br/><br/>And he said: <br/><br/>Your children are not your children. <br/><br/>They are the sons and daughters of Life's longing for itself. <br/><br/>They come through you but not from you, <br/><br/>And though they are with you, yet they belong not to you. <br/><br/>You may give them your love but not your thoughts. <br/><br/>For they have their own thoughts. <br/><br/>You may house their bodies but not their souls, <br/><br/>For their souls dwell in the house of tomorrow, which you cannot visit, not even in your dreams. <br/><br/>You may strive to be like them, but seek not to make them like you. <br/><br/>For life goes not backward nor tarries with yesterday. <br/><br/>You are the bows from which your children as living arrows are sent forth. <br/><br/>The archer sees the mark upon the path of the infinite, and He bends you with His might that His arrows may go swift and far. <br/><br/>Let your bending in the archer's hand be for gladness; <br/><br/>For even as he loves the arrow that flies, so He loves also the bow that is stable. 
            <br/>",Children
Dorothy Parker,"Star, that gives a gracious dole,<br/> What am I to choose?<br/>Oh, will it be a shriven soul,<br/> Or little buckled shoes?<br/><br/>Shall I wish a wedding-ring,<br/> Bright and thin and round,<br/>Or plead you send me covering-<br/> A newly spaded mound?<br/><br/>Gentle beam, shall I implore<br/> Gold, or sailing-ships,<br/>Or beg I hate forevermore<br/> A pair of lying lips?<br/><br/>Swing you low or high away,<br/> Burn you hot or dim;<br/>My only wish I dare not say-<br/> Lest you should grant me him. 
            <br/>","""Star Light, Star Bright--"""
Robert Burns,"A fond kiss, and then we sever;<br/>A farewell, and then forever! <br/>Deep in heart-wrung tears I'll pledge thee,<br/>Warring sighs and groans I'll wage thee.<br/>Who shall say that Fortune grieves him,<br/>While the star of hope she leaves him?<br/>Me, nae cheerfu' twinkle lights me;<br/>Dark despair around benights me.<br/>I'll ne'er blame my partial fancy,<br/>Nothing could resist my Nancy;<br/>But to see her was to love her;<br/>Love but her, and love forever.<br/>Had we never lov'd say kindly,<br/>Had we never lov'd say blindly,<br/>Never met--or never parted--<br/>We had ne'er been broken-hearted.<br/>Fare thee well, thou first and fairest!<br/>Fare thee well, thou best and dearest!<br/>Thine be like a joy and treasure,<br/>Peace. enjoyment, love, and pleasure!<br/>A fond kiss, and then we sever;<br/>A farewell, alas, forever!<br/>Deep in heart-wrung tears I'll pledge thee,<br/>Warring sighs and groans I'll wage thee! 
            <br/>",A Fond Kiss
Sylvia Plath,"<font color=""red""><b><br/>The text of this poem could not be published because of Copyright laws.<br/></b></font>
<br/>",Cinderella
Charles Baudelaire,"You have to be always drunk. That's all there is to it--it's the <br/>only way. So as not to feel the horrible burden of time that breaks <br/>your back and bends you to the earth, you have to be continually <br/>drunk.<br/> But on what?Wine, poetry or virtue, as you wish. But be <br/>drunk.<br/> And if sometimes, on the steps of a palace or the green grass of <br/>a ditch, in the mournful solitude of your room, you wake again, <br/>drunkenness already diminishing or gone, ask the wind, the wave, <br/>the star, the bird, the clock, everything that is flying, everything <br/>that is groaning, everything that is rolling, everything that is <br/>singing, everything that is speaking. . .ask what time it is and <br/>wind, wave, star, bird, clock will answer you:""It is time to be <br/>drunk! So as not to be the martyred slaves of time, be drunk, be<br/>continually drunk! On wine, on poetry or on virtue as you wish."" 
            <br/>",Be Drunk
George Gordon Byron,"She walks in Beauty, like the night<br/>Of cloudless climes and starry skies;<br/>And all that's best of dark and bright<br/>Meet in her aspect and her eyes:<br/>Thus mellowed to that tender light<br/>Which Heaven to gaudy day denies.<br/><br/>One shade the more, one ray the less,<br/>Had half impaired the nameless grace<br/>Which waves in every raven tress,<br/>Or softly lightens o'er her face;<br/>Where thoughts serenely sweet express,<br/>How pure, how dear their dwelling-place.<br/><br/>And on that cheek, and o'er that brow,<br/>So soft, so calm, yet eloquent,<br/>The smiles that win, the tints that glow,<br/>But tell of days in goodness spent,<br/>A mind at peace with all below,<br/>A heart whose love is innocent! 
            <br/>",She Walks In Beauty
Ogden Nash,"Isabel met an enormous bear,<br/>Isabel, Isabel, didn't care;<br/>The bear was hungry, the bear was ravenous,<br/>The bear's big mouth was cruel and cavernous.<br/>The bear said, Isabel, glad to meet you,<br/>How do, Isabel, now I'll eat you!<br/>Isabel, Isabel, didn't worry.<br/>Isabel didn't scream or scurry.<br/>She washed her hands and she straightened her hair up,<br/>Then Isabel quietly ate the bear up.<br/>Once in a night as black as pitch<br/>Isabel met a wicked old witch.<br/>the witch's face was cross and wrinkled,<br/>The witch's gums with teeth were sprinkled.<br/>Ho, ho, Isabel! the old witch crowed,<br/>I'll turn you into an ugly toad!<br/>Isabel, Isabel, didn't worry,<br/>Isabel didn't scream or scurry,<br/>She showed no rage and she showed no rancor,<br/>But she turned the witch into milk and drank her.<br/>Isabel met a hideous giant,<br/>Isabel continued self reliant.<br/>The giant was hairy, the giant was horrid,<br/>He had one eye in the middle of his forhead.<br/>Good morning, Isabel, the giant said,<br/>I'll grind your bones to make my bread.<br/>Isabel, Isabel, didn't worry,<br/>Isabel didn't scream or scurry.<br/>She nibled the zwieback that she always fed off,<br/>And when it was gone, she cut the giant's head off.<br/>Isabel met a troublesome doctor,<br/>He punched and he poked till he really shocked her.<br/>The doctor's talk was of coughs and chills<br/>And the doctor's satchel bulged with pills.<br/>The doctor said unto Isabel,<br/>Swallow this, it will make you well.<br/>Isabel, Isabel, didn't worry,<br/>Isabel didn't scream or scurry.<br/>She took those pills from the pill concocter,<br/>And Isabel calmly cured the doctor. 
            <br/>",Adventures Of Isabel
